895.1773302	1.290534795
898.0429971	1.290799442
906.2385376	1.292221573
909.6915174	1.295841946
915.5053314	1.295852602
918.9102657	1.291286108
922.6313289	1.293823523
925.4467337	1.29804793
930.5117017	1.296214938
932.3672814	1.299924216
933.5307815	1.303994497
937.0387705	1.309163108
944.1344406	1.304997217
945.3275132	1.300166721
947.7977734	1.307069687
955.057954	1.308963956
959.4728252	1.311747413
968.3739263	1.314057303
971.0975607	1.32565151
971.7282689	1.324423831
973.13278	1.316965313
978.0807049	1.323185962
981.0172573	1.319693837
982.2084569	1.3280548
990.3820275	1.322924111
990.3820275	1.331726873
996.9815213	1.328975309
997.1476358	1.327361148
1002.428098	1.331382643
1008.133035	1.33371774
1011.951478	1.335789447
1017.318483	1.330893557
1024.283107	1.335183455
1029.923845	1.339961635
1038.502409	1.33951695
1039.946083	1.334943674
1053.517554	1.336839155
1062.260683	1.339226307
1065.117522	1.341455128
1068.54064	1.337324045
1075.195691	1.338858643
1075.839971	1.342215576
1076.1495	1.343740582
1084.529705	1.347200735
1089.947355	1.345034714
1094.732394	1.343193591
1100.252716	1.347011194
1105.468213	1.349003556
1108.521039	1.351279295
1119.454216	1.354435683
1119.660933	1.350491443
1129.441363	1.352839369
1144.99967	1.354845491
1153.039403	1.358025131
1166.537005	1.356122869
1172.823734	1.361206225
1182.401382	1.358245374
1183.960833	1.362846326
1202.033755	1.358664547
1203.968316	1.364166429
1215.831216	1.361611255
1220.418065	1.366017828
1236.391272	1.364960912
1242.977207	1.36931082
1255.669228	1.367733594
1256.849625	1.365396682
1280.20184	1.368604556
1284.598538	1.372201893
1303.740008	1.369939046
1313.930003	1.375704978
1323.226454	1.377847021
1325.571158	1.37361741
1327.482357	1.371274026
1337.420432	1.378832302
1351.922224	1.373975649
1364.440882	1.37750026
1389.59093	1.378476446
1409.121484	1.382041916
1416.427831	1.380084976
1443.207177	1.382991411
1457.264017	1.386383221
1472.488645	1.384752711
1483.857113	1.386460865
1506.942108	1.384975101
1522.512834	1.389877172
1538.617318	1.385369291
1554.950696	1.388439628
1560.62751	1.39055105
1597.964136	1.392797627
1609.30826	1.389960753
1635.699191	1.394021334
1647.405991	1.391418621
1676.010188	1.392774182
1685.450436	1.398372267
1692.441154	1.394056211
1718.029415	1.393872379
1740.345104	1.396722575
1767.066078	1.399561581
1783.921486	1.397264916
1834.372378	1.397170166
1849.445945	1.399495812
1883.369398	1.400393278
1914.410659	1.398196428
1951.449026	1.401554814
2053.213376	1.401179884
2094.410205	1.398436209
2124.480252	1.400429055
2178.440802	1.399038326
2178.793287	1.402208762
2234.101368	1.408538978
2239.116606	1.402496499
2255.431107	1.399722145
2264.534389	1.407360627
2271.410221	1.41141635
2302.553146	1.402962982
2326.991939	1.412073669
2327.353913	1.406924454
2376.018022	1.416116056
2398.875561	1.409034526
2405.104849	1.412404985
2472.614667	1.4160308
2499.046761	1.413334597
2550.161252	1.417938391
2649.513388	1.41869697
2690.810732	1.41693329
2756.920698	1.419821761
2835.287737	1.417784931
2873.404207	1.421434832
3010.513905	1.4207267
3018.322475	1.417890434
3132.99292	1.419784019
3240.597361	1.422578151
3290.486265	1.419159093
3410.496544	1.423543936
3475.863006	1.419916583
3575.305344	1.423026618
3630.774157	1.420911674
3849.2089	1.420292603
4073.201825	1.422236464
4340.558413	1.421112218
4612.656885	1.421439192
4704.515343	1.42137525
4807.819165	1.424208662
4952.177128	1.421939307
5380.551305	1.423263026
5828.591844	1.422132377
6398.326664	1.423032022
6429.751522	1.426197511
7034.352857	1.422957805
7101.126048	1.427233171
7845.89294	1.423658255
7929.052936	1.426908065
8467.547034	1.431941596
8788.9511	1.428887156
9196.189233	1.432170236
9487.772732	1.427050066
9863.045749	1.435458383
9928.496601	1.436982324
9937.289071	1.429342828
10283.34429	1.432085465
11128.53648	1.439027123
11218.93736	1.433915793
13044.84196	1.438638024
13395.21488	1.443882686
13419.24348	1.435029975
15473.19677	1.444157344
15934.62121	1.436334383
16140.90814	1.439245884
19056.47667	1.442134465
21064.64714	1.439374805
21740.59149	1.443905465
22177.49998	1.446881792
24549.8487	1.449337702
24959.39561	1.451819435
25226.46358	1.456805033
25490.95395	1.459525994
25754.22713	1.454001441
26933.13015	1.461952381
28146.94943	1.468594877
28393.48449	1.466065086
28831.20024	1.463928371
29986.90009	1.471620543
30107.58647	1.473687455
30586.3039	1.482525983
30725.88921	1.480407419
30725.88921	1.478086103
31206.54276	1.459983975
31239.12157	1.475994147
32600.48355	1.48462626
33032.33596	1.487263851
33227.96464	1.50643993
34241.92605	1.49334949
34241.92605	1.491239418
34354.24715	1.495864988
34772.47232	1.502684073
35884.464	1.504195581
36076.74753	1.4996504
36467.56356	1.489552959
53809.10725	1.506429096
58610.45302	1.502438075
80034.78129	1.509730124
